_ID;housing;marital;campaign;education;poutcome;balance;contact;y;duration;default;day;age;loan;previous;job;month;pdays
344;yes;single;1;unknown;unknown;504;cellular;no;555;no;16;37;no;0;management;apr;-1
345;yes;single;2;secondary;failure;219;cellular;no;270;no;11;36;yes;1;blue-collar;may;347
346;no;married;3;tertiary;unknown;1602;cellular;no;339;no;29;57;no;0;management;jul;-1
348;yes;married;1;secondary;unknown;0;unknown;no;159;no;16;44;yes;0;admin.;may;-1
349;yes;married;2;tertiary;failure;2303;cellular;no;323;no;6;47;no;1;self-employed;may;364
350;yes;married;1;secondary;unknown;1660;cellular;no;342;no;20;31;no;0;blue-collar;apr;-1
351;yes;married;1;tertiary;unknown;32;cellular;no;180;yes;21;35;no;0;management;nov;-1
352;no;married;3;tertiary;unknown;278;cellular;no;60;no;28;39;yes;0;management;jul;-1
353;no;married;1;tertiary;failure;4;cellular;no;223;no;17;50;no;2;management;nov;96
354;yes;married;2;tertiary;failure;318;cellular;no;1434;no;18;29;no;4;management;may;356
355;yes;single;2;secondary;unknown;209;unknown;no;30;no;6;30;no;0;services;may;-1
356;yes;married;4;secondary;unknown;271;unknown;no;134;no;16;46;no;0;services;may;-1
357;no;single;2;unknown;unknown;3196;cellular;no;10;no;9;27;no;0;management;feb;-1
359;yes;single;1;secondary;unknown;2572;cellular;no;620;no;5;26;no;0;student;may;-1
360;no;single;6;tertiary;unknown;339;cellular;no;6;no;21;36;no;0;management;nov;-1
361;yes;married;2;primary;unknown;0;cellular;no;209;no;7;42;yes;0;blue-collar;may;-1
362;yes;married;2;primary;unknown;395;unknown;no;419;no;15;50;no;0;housemaid;may;-1
363;yes;married;2;secondary;unknown;2039;cellular;no;283;no;18;49;no;0;blue-collar;nov;-1
364;no;married;2;tertiary;unknown;5450;cellular;no;188;no;8;45;no;0;management;aug;-1
365;no;single;1;secondary;unknown;780;cellular;no;267;no;16;23;no;0;student;sep;-1
366;yes;single;2;secondary;unknown;0;cellular;no;196;no;7;38;no;0;technician;apr;-1
367;yes;single;1;tertiary;failure;8436;cellular;no;245;no;17;32;no;2;management;apr;149
369;yes;married;1;secondary;other;946;cellular;no;1065;no;19;30;no;1;entrepreneur;nov;183
370;no;married;5;tertiary;unknown;497;unknown;no;138;no;11;58;no;0;housemaid;jun;-1
371;no;married;1;primary;unknown;55;cellular;no;207;no;4;60;no;0;retired;jun;-1
372;no;married;3;secondary;unknown;-140;unknown;no;456;no;25;38;no;0;services;jun;-1
373;yes;married;1;secondary;unknown;-379;cellular;no;261;no;5;51;no;0;technician;aug;-1
374;yes;married;1;secondary;failure;-396;cellular;no;80;no;11;42;no;4;admin.;may;308
375;yes;single;6;secondary;failure;0;cellular;no;131;no;18;30;no;9;services;may;363
376;yes;married;7;primary;unknown;733;unknown;no;94;no;6;40;no;0;management;jun;-1
378;yes;divorced;1;primary;unknown;7290;unknown;no;153;no;30;53;no;0;technician;may;-1
379;yes;single;1;secondary;unknown;468;cellular;no;109;no;13;27;no;0;services;may;-1
380;yes;married;1;secondary;failure;0;cellular;no;53;no;30;39;no;1;blue-collar;apr;325
381;yes;married;1;primary;unknown;3705;unknown;no;77;no;16;39;no;0;blue-collar;jun;-1
383;yes;married;2;secondary;failure;1328;telephone;no;121;no;13;37;no;4;services;may;341
384;yes;married;2;primary;unknown;8;cellular;no;155;no;15;41;no;0;blue-collar;jul;-1
385;no;married;1;primary;unknown;61;cellular;no;108;no;17;45;no;0;blue-collar;apr;-1
386;no;married;3;tertiary;unknown;6613;unknown;no;159;no;17;48;no;0;management;jun;-1
387;yes;married;3;secondary;unknown;302;unknown;no;208;no;26;48;no;0;technician;may;-1
388;no;married;1;secondary;unknown;1005;cellular;no;215;no;12;32;no;0;blue-collar;may;-1
389;yes;married;3;secondary;unknown;109;unknown;no;597;no;6;35;no;0;services;may;-1
390;yes;single;2;tertiary;other;1240;cellular;no;505;no;4;33;no;1;management;feb;260
391;yes;single;4;primary;unknown;0;unknown;no;380;no;3;28;yes;0;blue-collar;jun;-1
392;no;married;1;unknown;unknown;2923;cellular;no;120;no;12;64;no;0;retired;mar;-1
393;no;married;4;secondary;unknown;0;cellular;no;106;no;27;35;no;0;technician;aug;-1
394;yes;married;2;secondary;failure;43;cellular;no;332;no;14;33;no;2;blue-collar;may;358
395;yes;married;4;secondary;unknown;288;unknown;no;221;no;15;41;no;0;technician;may;-1
396;yes;married;1;secondary;unknown;613;cellular;no;80;no;4;34;no;0;admin.;jun;-1
397;no;single;5;tertiary;success;6101;cellular;no;60;no;4;37;no;1;technician;may;87
398;yes;married;3;primary;unknown;168;telephone;no;212;no;13;38;yes;0;blue-collar;may;-1
399;yes;married;3;primary;unknown;7685;cellular;no;493;no;14;39;no;0;blue-collar;apr;-1
400;yes;divorced;2;tertiary;unknown;4515;cellular;no;98;no;19;35;no;0;technician;nov;-1
402;no;single;1;secondary;unknown;148;cellular;no;203;no;22;27;no;0;blue-collar;jul;-1
403;no;married;1;primary;unknown;-285;cellular;no;157;yes;19;48;yes;0;retired;nov;-1
404;no;married;1;secondary;unknown;887;unknown;no;287;no;16;50;no;0;blue-collar;jun;-1
405;yes;married;2;secondary;unknown;3098;cellular;no;159;no;7;45;no;0;self-employed;aug;-1
406;yes;married;1;tertiary;unknown;744;unknown;no;125;no;14;41;no;0;technician;may;-1
407;no;married;2;secondary;unknown;130;cellular;no;202;no;8;39;no;0;technician;jul;-1
408;yes;married;3;secondary;failure;438;telephone;no;37;no;8;44;no;1;management;may;303
410;no;married;4;tertiary;unknown;322;cellular;no;72;no;6;49;no;0;management;aug;-1
411;no;single;1;secondary;unknown;186;cellular;no;342;no;2;34;no;0;blue-collar;feb;-1
413;no;married;2;tertiary;unknown;0;cellular;no;325;no;13;42;no;0;management;aug;-1
414;no;married;7;secondary;unknown;4380;telephone;no;223;no;19;53;no;0;blue-collar;aug;-1
416;no;single;2;secondary;unknown;2070;cellular;no;319;no;29;31;no;0;services;aug;-1
417;no;single;2;primary;unknown;999;cellular;no;182;no;29;45;no;0;blue-collar;jan;-1
418;yes;married;1;secondary;unknown;167;cellular;no;330;no;17;39;yes;0;self-employed;jul;-1
419;yes;married;1;secondary;unknown;1322;cellular;no;514;no;19;46;yes;0;technician;nov;-1
420;yes;divorced;1;secondary;unknown;1076;unknown;no;213;no;14;42;no;0;admin.;may;-1
421;yes;married;1;tertiary;failure;502;cellular;no;551;no;7;37;no;1;management;may;351
422;yes;single;2;tertiary;unknown;1216;cellular;no;472;no;16;26;no;0;technician;apr;-1
423;yes;single;4;tertiary;failure;876;cellular;no;140;no;15;37;no;2;management;apr;327
424;yes;single;1;secondary;unknown;342;unknown;no;142;no;7;36;no;0;services;may;-1
425;yes;single;3;primary;unknown;950;unknown;no;135;no;4;29;no;0;blue-collar;jun;-1
426;yes;married;1;primary;unknown;973;unknown;no;293;no;23;36;yes;0;blue-collar;may;-1
427;yes;married;1;tertiary;unknown;3825;unknown;no;107;no;13;26;no;0;technician;may;-1
428;yes;married;2;secondary;unknown;2366;unknown;no;127;no;20;32;no;0;blue-collar;may;-1
429;yes;married;1;tertiary;unknown;542;cellular;no;1816;no;20;40;no;0;management;nov;-1
430;no;married;3;primary;unknown;995;cellular;no;200;no;4;53;no;0;management;feb;-1
431;yes;married;1;tertiary;unknown;20;cellular;no;418;no;12;29;no;0;management;may;-1
432;yes;single;4;tertiary;unknown;228;cellular;no;387;no;22;34;no;0;technician;jul;-1
433;no;married;1;secondary;failure;130;cellular;no;156;no;5;43;no;3;blue-collar;may;337
434;no;married;2;tertiary;unknown;217;cellular;no;121;no;21;56;yes;0;management;jul;-1
435;no;divorced;2;tertiary;unknown;0;unknown;no;108;no;6;55;no;0;entrepreneur;jun;-1
436;yes;married;1;tertiary;unknown;259;cellular;no;47;no;7;31;no;0;self-employed;may;-1
437;yes;single;5;secondary;other;619;cellular;no;16;no;20;27;no;4;admin.;apr;322
438;yes;married;2;secondary;unknown;644;cellular;no;54;no;18;36;no;0;management;nov;-1
439;yes;married;2;tertiary;unknown;22;cellular;no;265;no;6;44;no;0;management;aug;-1
440;yes;divorced;1;tertiary;unknown;4303;unknown;no;168;no;23;37;no;0;admin.;may;-1
441;yes;single;3;secondary;unknown;239;cellular;no;115;no;7;30;no;0;admin.;may;-1
442;no;single;8;secondary;unknown;275;cellular;no;31;no;26;42;no;0;technician;aug;-1
444;no;married;2;secondary;unknown;816;cellular;no;28;no;1;62;no;0;retired;sep;-1
445;yes;married;1;secondary;unknown;1222;cellular;no;369;no;20;24;no;0;blue-collar;apr;-1
446;yes;married;1;secondary;unknown;2363;unknown;no;247;no;13;31;no;0;technician;may;-1
447;no;married;1;tertiary;unknown;2262;cellular;no;155;no;22;66;no;0;retired;apr;-1
448;no;married;1;secondary;unknown;2;cellular;no;89;no;10;47;no;0;admin.;jul;-1
449;yes;married;1;tertiary;unknown;2;cellular;no;180;no;17;39;no;0;entrepreneur;nov;-1
451;yes;divorced;1;secondary;unknown;-402;cellular;no;46;no;17;35;no;0;admin.;apr;-1
452;yes;married;2;secondary;unknown;1577;unknown;no;266;no;28;27;yes;0;technician;may;-1
453;yes;married;2;secondary;unknown;34;cellular;no;321;no;5;32;no;0;blue-collar;may;-1
454;no;married;24;tertiary;unknown;795;cellular;no;99;no;28;44;no;0;management;aug;-1
455;yes;married;1;secondary;unknown;117;unknown;no;147;no;9;42;no;0;blue-collar;may;-1
457;no;single;1;secondary;unknown;402;cellular;no;264;no;7;25;yes;0;services;jul;-1
458;no;single;6;secondary;unknown;641;cellular;no;156;no;16;40;no;0;technician;jul;-1
459;no;divorced;1;tertiary;failure;36;cellular;no;118;no;26;43;no;2;management;may;102
460;no;married;3;tertiary;unknown;383;unknown;no;343;no;6;55;no;0;unemployed;may;-1
461;yes;married;3;secondary;unknown;283;cellular;no;226;no;7;50;no;0;blue-collar;aug;-1
462;no;divorced;1;tertiary;unknown;0;unknown;no;5;no;1;45;no;0;management;jun;-1
463;yes;divorced;1;secondary;unknown;3102;cellular;no;138;no;20;35;no;0;blue-collar;nov;-1
465;no;married;1;secondary;failure;0;telephone;no;722;no;3;59;no;4;housemaid;feb;99
466;yes;married;1;secondary;unknown;-370;unknown;no;748;no;21;34;no;0;self-employed;may;-1
467;yes;married;1;tertiary;unknown;-606;unknown;no;142;no;26;39;no;0;management;may;-1
468;yes;single;3;secondary;unknown;10378;cellular;no;523;no;17;40;no;0;management;nov;-1
469;yes;single;10;primary;unknown;1313;unknown;no;8;no;20;36;no;0;blue-collar;jun;-1
470;yes;married;1;tertiary;unknown;8969;cellular;no;153;no;17;40;no;0;management;nov;-1
471;yes;married;2;secondary;unknown;-196;unknown;no;210;no;20;55;no;0;self-employed;may;-1
472;yes;married;1;secondary;unknown;15;cellular;no;121;yes;10;38;no;0;entrepreneur;jul;-1
474;yes;married;3;tertiary;unknown;666;unknown;no;253;no;21;41;no;0;management;may;-1
475;yes;married;4;primary;unknown;452;unknown;no;139;no;13;57;no;0;blue-collar;may;-1
476;yes;married;1;secondary;unknown;149;unknown;no;71;no;9;48;no;0;blue-collar;may;-1
478;yes;married;1;secondary;unknown;1453;unknown;no;199;no;28;35;no;0;services;may;-1
479;yes;married;1;secondary;unknown;1480;unknown;no;108;no;14;54;no;0;blue-collar;may;-1
480;yes;single;2;unknown;unknown;715;unknown;no;247;no;20;37;no;0;management;may;-1
481;yes;single;4;secondary;unknown;237;telephone;no;236;no;9;56;no;0;management;jul;-1
482;yes;married;4;secondary;failure;694;cellular;no;97;no;4;40;no;5;technician;feb;196
483;no;married;8;tertiary;unknown;0;cellular;no;109;no;14;40;no;0;management;jul;-1
484;yes;married;2;tertiary;unknown;55;cellular;no;112;no;2;54;no;0;management;jun;-1
485;yes;married;10;primary;unknown;136;unknown;no;15;no;19;55;no;0;housemaid;jun;-1
486;yes;divorced;3;secondary;unknown;-404;cellular;no;502;yes;22;55;no;0;services;jul;-1
487;yes;married;3;primary;unknown;779;unknown;no;30;no;16;52;no;0;blue-collar;may;-1
488;yes;single;2;primary;unknown;1187;unknown;no;193;no;2;55;no;0;blue-collar;jun;-1
489;yes;married;2;tertiary;unknown;641;cellular;no;347;no;13;33;no;0;management;aug;-1
490;yes;married;2;unknown;unknown;826;unknown;no;468;no;15;52;no;0;blue-collar;may;-1
491;yes;divorced;1;secondary;unknown;991;unknown;no;148;no;27;33;no;0;services;may;-1
495;yes;divorced;1;tertiary;unknown;1328;unknown;no;339;no;6;48;no;0;management;may;-1
496;yes;married;1;secondary;failure;7317;cellular;no;172;no;13;50;no;1;housemaid;may;370
497;yes;single;2;secondary;unknown;4943;cellular;no;117;no;19;34;yes;0;technician;nov;-1
498;no;single;2;secondary;unknown;258;unknown;no;587;no;20;38;yes;0;technician;jun;-1
499;yes;single;2;tertiary;unknown;515;cellular;no;501;no;19;42;no;0;management;nov;-1
500;no;single;5;tertiary;failure;12607;cellular;no;203;no;14;32;no;1;management;aug;84
501;yes;married;9;secondary;unknown;2;telephone;no;282;no;25;58;yes;0;admin.;jul;-1
502;no;married;5;tertiary;unknown;13;cellular;no;110;no;28;31;no;0;management;aug;-1
504;no;married;1;tertiary;unknown;3872;cellular;no;231;no;15;41;no;0;management;oct;-1
505;yes;married;3;secondary;unknown;296;unknown;no;378;no;20;31;no;0;unemployed;may;-1
506;no;single;6;primary;unknown;217;cellular;no;193;no;15;52;yes;0;self-employed;jul;-1
507;yes;divorced;5;tertiary;unknown;360;unknown;no;110;no;24;42;no;0;self-employed;jun;-1
508;yes;single;1;secondary;unknown;428;cellular;no;92;no;12;41;no;0;blue-collar;may;-1
510;yes;married;1;secondary;failure;121;cellular;no;168;no;6;38;yes;2;blue-collar;feb;212
511;yes;married;3;tertiary;unknown;820;cellular;no;738;no;17;32;no;0;management;jul;-1
513;yes;divorced;2;tertiary;unknown;108;unknown;no;89;no;27;48;no;0;management;may;-1
514;yes;married;29;tertiary;unknown;-381;cellular;no;30;no;31;36;no;0;management;jul;-1
515;no;divorced;1;primary;failure;757;cellular;no;103;no;20;45;no;4;unemployed;apr;325
516;yes;married;1;tertiary;unknown;691;unknown;no;70;no;2;34;yes;0;technician;jun;-1
518;yes;married;1;tertiary;other;902;cellular;no;159;no;14;34;no;2;management;may;367
519;no;married;1;secondary;other;5207;cellular;no;336;no;11;61;no;2;retired;sep;81
520;no;married;1;secondary;unknown;0;unknown;no;220;no;19;54;no;0;services;jun;-1
521;no;married;1;secondary;unknown;665;telephone;no;238;no;17;50;no;0;entrepreneur;nov;-1
522;yes;divorced;4;secondary;failure;738;cellular;no;585;no;21;43;no;4;admin.;nov;191
523;no;married;3;primary;unknown;233;cellular;no;293;no;8;47;no;0;blue-collar;aug;-1
524;yes;married;1;secondary;unknown;-839;unknown;no;68;no;28;45;no;0;services;may;-1
525;no;married;1;primary;unknown;5799;unknown;no;97;no;17;57;no;0;retired;jun;-1
526;yes;married;1;secondary;unknown;1033;unknown;no;1713;no;9;27;no;0;admin.;may;-1
527;no;divorced;3;secondary;unknown;66;cellular;no;218;no;9;49;no;0;unemployed;jul;-1
528;yes;married;1;primary;failure;2567;cellular;no;109;no;14;43;no;2;services;may;360
529;yes;married;1;tertiary;unknown;1584;telephone;no;661;no;21;40;no;0;management;nov;-1
530;yes;single;1;secondary;unknown;182;cellular;no;145;no;6;32;no;0;services;may;-1
531;yes;married;4;primary;unknown;76;telephone;no;54;no;18;58;no;0;management;may;-1
532;yes;single;1;secondary;unknown;663;cellular;no;111;no;20;34;no;0;admin.;apr;-1
533;yes;divorced;2;secondary;unknown;3455;unknown;no;566;no;14;46;no;0;technician;may;-1
534;no;married;1;secondary;unknown;15;cellular;no;136;no;3;29;no;0;blue-collar;jun;-1
535;no;married;1;primary;unknown;1054;cellular;no;273;no;4;52;no;0;blue-collar;aug;-1
536;no;married;1;tertiary;unknown;1529;cellular;no;160;no;30;45;no;0;management;jun;-1
537;no;single;4;secondary;unknown;63;cellular;no;76;no;28;26;no;0;management;jul;-1
538;no;married;1;tertiary;unknown;0;cellular;no;44;no;19;40;no;0;technician;aug;-1
539;yes;married;1;secondary;unknown;920;unknown;no;239;no;27;41;yes;0;admin.;may;-1
541;no;single;4;unknown;unknown;59;cellular;no;792;no;15;27;no;0;technician;jul;-1
542;yes;married;13;secondary;unknown;0;cellular;no;198;no;23;27;no;0;services;jul;-1
543;yes;married;1;secondary;unknown;157;unknown;no;73;no;6;48;no;0;blue-collar;may;-1
544;no;married;3;secondary;unknown;2465;cellular;no;157;no;20;49;no;0;admin.;aug;-1
545;yes;married;6;primary;unknown;0;cellular;no;90;no;24;35;no;0;blue-collar;jul;-1
546;no;married;2;secondary;unknown;2;cellular;no;236;yes;5;47;no;0;self-employed;feb;-1
547;no;married;5;tertiary;unknown;0;cellular;no;118;no;16;54;no;0;management;jul;-1
548;no;single;1;tertiary;unknown;12437;telephone;no;40;no;18;39;no;0;management;nov;-1
549;yes;single;1;secondary;unknown;378;cellular;no;346;no;17;28;no;0;student;apr;-1
550;no;married;2;primary;unknown;211;unknown;no;200;no;19;54;no;0;blue-collar;jun;-1
551;yes;married;3;secondary;other;-228;cellular;no;187;no;20;34;no;3;technician;apr;332
552;no;married;1;secondary;failure;2747;cellular;no;113;no;11;63;no;1;retired;sep;80
553;yes;married;32;tertiary;unknown;1932;unknown;no;192;no;16;42;no;0;self-employed;may;-1
554;no;single;1;secondary;unknown;11269;unknown;no;92;no;29;43;no;0;technician;may;-1
555;yes;married;2;secondary;success;1314;cellular;no;682;no;8;37;no;7;admin.;may;85
556;no;married;9;primary;unknown;2275;cellular;no;139;no;25;55;no;0;blue-collar;aug;-1
559;yes;divorced;13;secondary;unknown;2914;cellular;no;405;no;18;47;no;0;technician;aug;-1
560;yes;married;1;secondary;unknown;1464;unknown;no;350;no;23;34;no;0;technician;may;-1
561;no;single;2;secondary;unknown;11555;cellular;no;125;no;8;28;no;0;student;apr;-1
562;yes;married;2;secondary;unknown;-302;cellular;no;36;no;13;36;no;0;services;may;-1
563;yes;married;1;secondary;failure;2497;cellular;no;35;no;21;50;no;1;technician;nov;176
564;yes;married;2;secondary;unknown;-339;unknown;no;389;no;8;35;no;0;blue-collar;may;-1
565;yes;married;1;secondary;failure;56;cellular;no;194;no;29;40;yes;1;technician;jan;247
566;no;single;3;tertiary;unknown;211;cellular;no;168;no;29;26;no;0;self-employed;jan;-1
567;yes;divorced;3;tertiary;unknown;3611;unknown;no;347;no;4;36;no;0;management;jun;-1
568;no;married;2;primary;unknown;0;cellular;no;3025;no;30;59;no;0;unemployed;jan;-1
569;no;single;13;secondary;unknown;459;cellular;no;83;no;16;28;no;0;student;mar;-1
570;yes;married;2;unknown;unknown;242;unknown;no;332;no;9;46;no;0;entrepreneur;may;-1
571;no;married;10;secondary;unknown;1138;cellular;no;219;no;14;50;no;0;self-employed;aug;-1
572;yes;married;1;tertiary;failure;1319;cellular;no;427;no;16;53;no;1;management;apr;150
573;no;married;5;secondary;unknown;1;cellular;no;65;no;19;81;no;0;retired;aug;-1
574;yes;divorced;2;secondary;unknown;67;cellular;no;192;no;5;35;no;0;services;may;-1
575;no;married;1;unknown;unknown;937;cellular;no;155;no;5;58;no;0;retired;aug;-1
576;yes;married;1;secondary;unknown;0;cellular;no;161;no;11;44;yes;0;services;may;-1
577;yes;married;1;tertiary;unknown;-558;cellular;no;533;no;21;38;no;0;management;jul;-1
578;no;married;3;secondary;other;171;cellular;no;19;no;4;49;no;2;blue-collar;feb;175
579;no;single;1;tertiary;failure;696;cellular;no;193;no;5;33;yes;8;technician;feb;176
580;yes;married;3;tertiary;unknown;361;cellular;no;819;no;28;29;yes;0;management;jul;-1
582;yes;married;3;secondary;unknown;236;telephone;no;211;no;4;31;yes;0;admin.;may;-1
583;no;single;2;tertiary;unknown;-53;cellular;no;617;no;29;33;no;0;management;jan;-1
584;yes;married;2;secondary;unknown;192;cellular;no;61;no;23;52;no;0;technician;jul;-1
585;yes;divorced;6;tertiary;unknown;38;cellular;no;197;no;25;43;no;0;management;jul;-1
586;yes;single;7;secondary;unknown;518;cellular;no;34;no;18;32;no;0;self-employed;may;-1
587;yes;married;4;tertiary;unknown;16;cellular;no;95;no;18;36;yes;0;self-employed;jul;-1
588;yes;married;2;secondary;unknown;-256;unknown;no;147;no;3;41;no;0;blue-collar;jun;-1
589;no;married;2;secondary;unknown;105;cellular;no;668;no;4;43;yes;0;blue-collar;jul;-1
590;no;married;2;tertiary;unknown;334;unknown;no;87;no;5;45;no;0;self-employed;jun;-1
