campaign;balance;housing;loan;contact;age;duration;poutcome;job;_ID;day;previous;pdays;marital;education;month;default;y
4;5355;no;no;telephone;37;466;unknown;management;2499;17;0;-1;married;tertiary;feb;no;yes
1;104;no;yes;unknown;53;701;unknown;housemaid;2512;5;0;-1;married;primary;jun;no;yes
1;14;no;no;cellular;44;167;success;technician;2539;13;1;92;divorced;secondary;nov;no;yes
3;4148;yes;no;cellular;31;316;other;management;2540;21;9;99;married;tertiary;nov;no;yes
1;1064;yes;no;cellular;33;562;unknown;management;2553;13;0;-1;married;tertiary;may;no;yes
1;479;yes;no;cellular;34;515;failure;admin.;2556;12;5;350;divorced;secondary;may;no;yes
1;2917;no;no;cellular;61;215;unknown;retired;2568;6;0;-1;married;secondary;oct;no;yes
5;2557;no;no;cellular;52;134;success;technician;2583;28;2;204;married;tertiary;jan;no;yes
4;823;no;no;cellular;49;780;unknown;services;2619;8;0;-1;married;secondary;aug;no;yes
3;1200;no;no;cellular;50;904;unknown;management;2633;14;0;-1;single;tertiary;aug;no;yes
4;9;no;no;cellular;36;386;unknown;management;2644;11;0;-1;married;tertiary;aug;no;yes
1;0;yes;no;cellular;45;1472;failure;blue-collar;2653;26;4;192;single;secondary;apr;no;yes
1;1133;yes;no;cellular;36;293;other;management;2654;4;2;181;married;tertiary;aug;no;yes
2;4945;yes;no;cellular;42;311;unknown;technician;2655;2;0;-1;married;secondary;mar;no;yes
1;3733;yes;no;cellular;27;198;success;student;2665;22;6;98;single;tertiary;may;no;yes
2;325;yes;no;cellular;31;1139;unknown;management;2674;18;0;-1;married;tertiary;jul;no;yes
1;437;no;no;cellular;29;504;success;management;2675;5;1;92;single;tertiary;aug;no;yes
1;0;no;no;cellular;45;264;unknown;admin.;2685;29;0;-1;divorced;secondary;oct;no;yes
2;9756;yes;no;cellular;55;103;other;management;2696;5;1;95;divorced;tertiary;jun;no;yes
1;2506;no;no;cellular;25;485;unknown;management;2697;17;0;-1;single;tertiary;feb;no;yes
9;75;yes;no;unknown;41;479;unknown;blue-collar;2705;1;0;-1;single;secondary;jul;no;yes
1;2325;no;no;cellular;29;125;unknown;technician;2717;2;0;-1;single;tertiary;feb;no;yes
1;230;yes;no;cellular;32;442;failure;technician;2719;18;8;266;single;secondary;may;no;yes
2;25;no;no;cellular;53;528;unknown;blue-collar;2722;22;0;-1;married;secondary;aug;no;yes
4;1219;no;no;cellular;47;697;unknown;technician;2746;18;0;-1;married;secondary;aug;no;yes
2;-839;yes;yes;cellular;40;1018;unknown;blue-collar;2748;16;0;-1;married;secondary;jul;no;yes
6;985;no;no;cellular;61;998;unknown;management;2760;18;0;-1;married;secondary;aug;no;yes
1;0;yes;no;telephone;35;171;unknown;management;2773;29;0;-1;divorced;tertiary;oct;no;yes
1;302;no;no;cellular;19;205;unknown;student;2780;16;0;-1;single;secondary;jul;no;yes
1;-90;no;yes;telephone;46;270;unknown;technician;2821;17;0;-1;divorced;secondary;oct;no;yes
1;170;yes;no;cellular;38;442;unknown;entrepreneur;2822;18;0;-1;married;tertiary;may;no;yes
3;3665;no;no;cellular;37;664;unknown;technician;2823;12;0;-1;single;secondary;aug;no;yes
7;763;yes;no;cellular;39;877;other;management;2826;11;2;300;married;tertiary;may;no;yes
4;320;no;no;telephone;49;1971;unknown;services;2827;9;0;-1;married;secondary;feb;no;yes
2;699;yes;yes;cellular;43;1258;other;blue-collar;2837;20;2;122;married;secondary;nov;no;yes
3;1058;no;no;cellular;44;188;unknown;management;2845;11;0;-1;married;tertiary;mar;no;yes
1;6728;no;no;cellular;38;232;success;technician;2847;25;4;96;married;secondary;nov;no;yes
1;1625;no;no;cellular;32;796;failure;technician;2851;22;1;109;single;tertiary;may;no;yes
4;9228;no;no;cellular;51;655;unknown;housemaid;2865;18;0;-1;divorced;secondary;jul;no;yes
5;2431;yes;no;cellular;32;646;unknown;management;2871;14;0;-1;married;tertiary;may;no;yes
13;470;yes;no;cellular;35;743;unknown;technician;2887;25;0;-1;single;tertiary;jul;no;yes
4;0;no;no;cellular;32;550;unknown;management;2891;5;0;-1;single;tertiary;feb;no;yes
1;0;yes;no;unknown;34;154;unknown;housemaid;2911;30;0;-1;married;secondary;oct;no;yes
1;694;no;no;cellular;56;144;other;retired;2915;29;1;102;divorced;primary;jan;no;yes
1;1646;yes;no;cellular;41;261;success;technician;2917;4;6;184;single;tertiary;feb;no;yes
1;2039;yes;no;cellular;49;451;failure;blue-collar;2924;6;2;169;married;secondary;may;no;yes
4;1191;no;no;cellular;61;214;unknown;technician;2940;21;0;-1;married;secondary;may;no;yes
1;242;no;no;cellular;45;587;unknown;management;2944;30;0;-1;married;tertiary;apr;no;yes
1;1511;yes;no;cellular;36;270;unknown;management;2948;16;0;-1;single;secondary;nov;no;yes
1;691;no;no;cellular;22;338;unknown;student;2953;19;0;-1;single;tertiary;aug;no;yes
1;14220;yes;no;cellular;71;397;unknown;retired;2962;9;0;-1;married;tertiary;sep;no;yes
1;12569;no;no;cellular;31;344;failure;management;2963;9;1;295;single;tertiary;sep;no;yes
1;45;no;no;unknown;56;1467;unknown;admin.;2972;5;0;-1;married;secondary;may;no;yes
3;556;yes;yes;unknown;46;646;unknown;admin.;2973;15;0;-1;married;secondary;may;no;yes
1;1580;no;yes;unknown;55;1007;unknown;retired;2980;19;0;-1;divorced;secondary;jun;no;yes
1;16;no;no;cellular;34;990;unknown;technician;2985;13;0;-1;single;secondary;aug;no;yes
1;2543;no;no;cellular;38;223;failure;entrepreneur;2988;10;4;414;single;secondary;aug;no;yes
1;3735;no;no;cellular;60;190;success;admin.;3005;22;9;188;married;secondary;dec;no;yes
6;2094;no;no;cellular;51;458;unknown;self-employed;3006;8;0;-1;married;unknown;jun;no;yes
2;523;yes;no;cellular;49;152;unknown;technician;3013;3;0;-1;married;tertiary;mar;no;yes
1;0;no;no;cellular;40;147;success;management;3027;10;8;96;married;tertiary;nov;no;yes
3;2303;yes;no;unknown;39;775;unknown;blue-collar;3029;17;0;-1;married;primary;jun;no;yes
2;-54;yes;yes;cellular;50;698;failure;technician;3033;13;1;292;divorced;secondary;may;no;yes
3;279;no;no;cellular;73;399;unknown;retired;3036;28;0;-1;married;primary;jan;no;yes
1;2374;yes;no;cellular;34;161;failure;admin.;3040;9;2;209;married;secondary;nov;no;yes
1;1696;yes;no;cellular;43;257;failure;management;3064;26;3;474;single;tertiary;aug;no;yes
2;701;no;no;cellular;67;254;unknown;retired;3073;6;0;-1;married;tertiary;aug;no;yes
2;478;no;no;cellular;33;475;unknown;services;3080;30;0;-1;married;secondary;apr;no;yes
1;2544;no;no;cellular;31;252;success;technician;3088;15;3;184;single;secondary;jul;no;yes
2;2145;yes;no;cellular;30;727;unknown;blue-collar;3117;18;0;-1;single;secondary;may;no;yes
2;405;no;yes;cellular;47;994;unknown;services;3123;8;0;-1;married;secondary;aug;no;yes
1;1808;yes;no;cellular;48;245;unknown;management;3135;26;0;-1;married;tertiary;feb;no;yes
1;678;yes;no;cellular;32;1579;failure;admin.;3141;4;4;246;single;secondary;feb;no;yes
1;802;no;no;cellular;27;569;unknown;management;3160;22;0;-1;married;tertiary;sep;no;yes
2;556;yes;no;cellular;24;460;unknown;technician;3161;18;0;-1;married;secondary;aug;no;yes
1;4745;no;no;telephone;28;360;success;admin.;3176;12;5;181;single;secondary;may;no;yes
4;5086;no;no;cellular;34;213;unknown;management;3184;25;0;-1;single;tertiary;may;no;yes
1;474;no;no;cellular;63;423;unknown;retired;3187;25;0;-1;married;secondary;jan;no;yes
2;8556;no;no;telephone;79;326;success;retired;3202;18;2;272;married;primary;jan;no;yes
2;763;no;no;cellular;72;384;unknown;retired;3219;24;0;-1;married;primary;apr;no;yes
2;-375;no;no;cellular;55;814;unknown;management;3224;30;0;-1;married;tertiary;jul;no;yes
1;5310;yes;no;cellular;41;984;unknown;management;3229;17;0;-1;married;primary;nov;no;yes
1;2087;yes;no;cellular;52;267;failure;blue-collar;3239;31;1;474;married;secondary;aug;no;yes
1;1026;no;no;unknown;59;669;unknown;retired;3248;5;0;-1;divorced;secondary;nov;no;yes
3;876;no;no;cellular;54;269;success;technician;3250;27;3;541;married;tertiary;oct;no;yes
3;495;no;no;cellular;36;213;success;management;3256;12;6;182;married;tertiary;mar;no;yes
1;4438;yes;no;unknown;36;446;unknown;blue-collar;3271;20;0;-1;married;secondary;may;no;yes
3;442;no;no;cellular;28;474;other;self-employed;3297;19;3;95;single;tertiary;jun;no;yes
3;4256;yes;no;cellular;60;239;other;services;3301;16;1;761;married;tertiary;aug;no;yes
1;846;no;no;cellular;64;671;failure;retired;3304;11;3;181;married;tertiary;feb;no;yes
1;3;no;no;cellular;40;998;unknown;blue-collar;3305;19;0;-1;single;secondary;nov;no;yes
1;230;no;no;cellular;87;144;unknown;retired;3311;30;0;-1;married;primary;oct;no;yes
2;79;yes;no;cellular;33;249;failure;admin.;3315;22;2;335;married;tertiary;oct;no;yes
2;808;no;no;cellular;25;267;failure;management;3317;18;2;114;single;tertiary;sep;no;yes
6;1792;yes;no;cellular;35;630;unknown;blue-collar;3321;31;0;-1;divorced;primary;jul;no;yes
2;2240;yes;no;cellular;53;282;success;management;3331;2;1;385;married;unknown;jun;no;yes
7;0;yes;no;telephone;33;1448;unknown;admin.;3333;17;0;-1;married;secondary;jul;no;yes
1;459;no;no;cellular;53;558;unknown;admin.;3341;5;0;-1;married;secondary;apr;no;yes
2;429;no;no;telephone;79;1006;unknown;retired;3360;8;0;-1;married;primary;jul;no;yes
1;897;no;no;cellular;27;397;unknown;admin.;3367;5;0;-1;married;secondary;jun;no;yes
1;4789;yes;yes;cellular;33;220;failure;services;1;11;4;339;married;secondary;may;no;no
1;1350;yes;no;cellular;35;185;failure;management;2;16;1;330;single;tertiary;apr;no;no
4;1476;yes;yes;unknown;30;199;unknown;management;3;3;0;-1;married;tertiary;jun;no;no
1;0;yes;no;unknown;59;226;unknown;blue-collar;4;5;0;-1;married;secondary;may;no;no
2;747;no;no;cellular;35;141;failure;management;5;23;3;176;single;tertiary;feb;no;no
1;307;yes;no;cellular;36;341;other;self-employed;6;14;2;330;married;tertiary;may;no;no
2;147;yes;no;cellular;39;151;unknown;technician;7;6;0;-1;married;secondary;may;no;no
2;221;yes;no;unknown;41;57;unknown;entrepreneur;8;14;0;-1;married;tertiary;may;no;no
1;-88;yes;yes;cellular;43;313;failure;services;9;17;2;147;married;primary;apr;no;no
1;9374;yes;no;unknown;39;273;unknown;services;10;20;0;-1;married;secondary;may;no;no
2;264;yes;no;cellular;43;113;unknown;admin.;11;17;0;-1;married;secondary;apr;no;no
2;1109;no;no;cellular;36;328;unknown;technician;12;13;0;-1;married;tertiary;aug;no;no
1;360;yes;yes;cellular;31;89;failure;blue-collar;14;29;1;241;married;secondary;jan;no;no
2;194;no;yes;cellular;40;189;unknown;management;15;29;0;-1;married;tertiary;aug;no;no
5;4073;no;no;cellular;56;239;unknown;technician;16;27;0;-1;married;secondary;aug;no;no
1;2317;yes;no;cellular;37;114;failure;admin.;17;20;2;152;single;tertiary;apr;no;no
1;-221;yes;no;unknown;25;250;unknown;blue-collar;18;23;0;-1;single;primary;may;no;no
1;132;no;no;cellular;31;148;other;services;19;7;1;152;married;secondary;jul;no;no
2;0;yes;no;cellular;38;96;unknown;management;20;18;0;-1;divorced;unknown;nov;no;no
3;16;no;no;cellular;42;140;unknown;management;21;19;0;-1;divorced;tertiary;nov;no;no
2;106;no;no;unknown;44;109;unknown;services;22;12;0;-1;single;secondary;jun;no;no
2;93;no;no;cellular;44;125;unknown;entrepreneur;23;7;0;-1;married;secondary;jul;no;no
3;543;no;no;cellular;26;169;unknown;housemaid;24;30;0;-1;married;tertiary;jan;no;no
2;5883;no;no;cellular;41;182;unknown;management;25;20;0;-1;married;tertiary;nov;no;no
1;627;yes;no;unknown;55;247;unknown;blue-collar;26;5;0;-1;married;primary;may;no;no
1;696;no;no;telephone;67;119;failure;retired;27;17;2;105;married;unknown;aug;no;no
2;784;no;yes;cellular;56;149;unknown;self-employed;28;30;0;-1;married;secondary;jul;no;no
2;105;no;yes;cellular;53;74;unknown;admin.;29;21;0;-1;married;secondary;aug;no;no
3;171;no;no;cellular;31;81;unknown;technician;31;27;0;-1;married;secondary;aug;no;no
1;42;no;no;cellular;59;40;unknown;management;32;21;0;-1;married;secondary;nov;no;no
1;1811;yes;no;unknown;42;150;unknown;admin.;35;14;0;-1;divorced;secondary;may;no;no
18;363;yes;no;unknown;23;16;unknown;services;39;30;0;-1;single;tertiary;may;no;no
2;11971;yes;no;unknown;38;609;failure;management;40;17;3;101;single;tertiary;nov;no;no
2;553;no;no;cellular;36;106;unknown;management;41;11;0;-1;single;tertiary;aug;no;no
1;1117;yes;no;cellular;52;365;unknown;blue-collar;42;13;0;-1;married;secondary;may;no;no
3;396;yes;no;cellular;32;205;unknown;technician;43;13;0;-1;married;tertiary;may;no;no
4;2204;yes;no;cellular;32;11;unknown;technician;44;21;0;-1;single;tertiary;nov;no;no
2;872;yes;no;unknown;34;105;unknown;management;45;7;0;-1;single;tertiary;may;no;no
3;145;no;no;telephone;55;59;other;blue-collar;46;2;2;5;married;primary;feb;no;no
1;0;yes;no;unknown;26;425;unknown;blue-collar;47;21;0;-1;married;primary;may;no;no
1;-849;yes;yes;cellular;32;204;unknown;entrepreneur;48;4;0;-1;single;primary;feb;yes;no
2;228;yes;no;cellular;37;1740;unknown;technician;51;20;0;-1;single;secondary;aug;no;no
2;50;no;no;cellular;38;98;unknown;technician;52;29;0;-1;single;secondary;aug;no;no
3;2231;yes;no;cellular;53;272;unknown;blue-collar;54;14;0;-1;married;secondary;jul;no;no
2;3064;yes;no;telephone;48;159;unknown;admin.;55;15;0;-1;married;secondary;jul;no;no
1;82;no;yes;telephone;57;140;unknown;management;56;4;0;-1;married;secondary;feb;no;no
1;2155;no;no;cellular;33;295;unknown;self-employed;57;17;0;-1;single;tertiary;nov;no;no
1;101;yes;yes;unknown;36;314;unknown;retired;58;26;0;-1;single;secondary;may;no;no
1;784;yes;yes;unknown;54;579;unknown;technician;59;15;0;-1;divorced;secondary;may;no;no
3;-516;no;yes;telephone;41;554;unknown;blue-collar;60;8;0;-1;married;primary;jul;no;no
1;415;yes;no;cellular;63;323;unknown;retired;61;7;0;-1;married;secondary;oct;no;no
2;5887;no;no;cellular;48;227;unknown;management;62;13;0;-1;married;tertiary;aug;no;no
2;1355;no;no;cellular;48;134;unknown;services;63;4;0;-1;married;secondary;jul;no;no
1;16873;no;no;cellular;56;223;unknown;admin.;64;7;0;-1;married;secondary;oct;no;no
1;203;yes;no;cellular;51;134;failure;blue-collar;65;8;5;170;divorced;secondary;may;no;no
1;338;yes;no;cellular;31;155;unknown;services;66;28;0;-1;married;secondary;jan;no;no
4;444;yes;no;cellular;29;130;unknown;technician;67;21;0;-1;married;secondary;jul;no;no
3;0;no;yes;cellular;41;630;unknown;management;68;7;0;-1;married;secondary;jul;no;no
2;360;no;no;cellular;32;164;unknown;technician;69;19;0;-1;single;tertiary;nov;no;no
1;2;yes;no;unknown;42;380;unknown;entrepreneur;71;5;0;-1;divorced;tertiary;may;yes;no
2;6248;yes;no;unknown;31;154;unknown;management;72;9;0;-1;single;tertiary;may;no;no
5;412;yes;no;unknown;41;154;unknown;services;73;3;0;-1;married;tertiary;jun;no;no
1;344;yes;no;unknown;56;221;unknown;retired;74;15;0;-1;married;secondary;may;no;no
2;3222;no;no;cellular;54;67;unknown;management;75;14;0;-1;divorced;tertiary;aug;no;no
2;174;yes;no;cellular;41;367;other;blue-collar;76;14;1;297;divorced;secondary;may;no;no
6;591;no;yes;cellular;40;87;unknown;technician;77;14;0;-1;single;secondary;aug;no;no
1;388;no;no;cellular;50;701;unknown;blue-collar;78;5;0;-1;divorced;primary;feb;no;no
2;219;yes;no;cellular;40;204;failure;unemployed;79;17;1;196;married;secondary;nov;no;no
2;5;no;no;cellular;60;63;unknown;retired;81;26;0;-1;married;primary;aug;no;no
1;177;yes;yes;cellular;28;150;unknown;admin.;82;6;0;-1;single;secondary;may;no;no
2;1466;yes;no;unknown;51;406;unknown;blue-collar;85;7;0;-1;married;primary;may;no;no
4;879;no;yes;cellular;41;60;unknown;technician;86;7;0;-1;single;secondary;jul;no;no
2;293;yes;no;unknown;35;521;unknown;blue-collar;87;30;0;-1;single;primary;may;no;no
1;424;yes;no;cellular;38;279;unknown;admin.;88;17;0;-1;married;secondary;apr;no;no
2;1831;yes;no;unknown;34;203;unknown;blue-collar;89;20;0;-1;married;secondary;may;no;no
2;111;no;no;cellular;39;201;unknown;blue-collar;90;18;0;-1;married;primary;nov;no;no
3;455;yes;no;unknown;34;372;unknown;blue-collar;91;20;0;-1;married;primary;jun;no;no
2;3616;no;no;cellular;32;165;unknown;management;93;14;0;-1;single;tertiary;aug;no;no
5;14093;no;no;cellular;57;231;unknown;blue-collar;94;11;0;-1;married;secondary;aug;no;no
2;1567;no;no;cellular;41;291;unknown;unknown;95;1;0;-1;single;tertiary;jul;no;no
2;5426;yes;no;unknown;41;149;unknown;admin.;96;14;0;-1;married;tertiary;may;no;no
1;261;no;no;cellular;30;233;failure;admin.;97;19;20;137;single;tertiary;oct;no;no
1;2843;no;no;cellular;36;473;success;blue-collar;98;12;1;182;divorced;secondary;feb;no;no
1;0;yes;no;unknown;36;337;unknown;blue-collar;100;6;0;-1;married;secondary;may;no;no
1;493;yes;no;cellular;38;553;failure;management;101;11;7;367;single;tertiary;may;no;no
2;5996;no;no;telephone;49;345;unknown;technician;102;21;0;-1;married;secondary;nov;no;no
2;3777;yes;no;telephone;57;65;unknown;services;103;13;0;-1;single;primary;may;no;no
1;524;no;no;unknown;34;9;unknown;management;104;13;0;-1;single;secondary;aug;no;no
2;574;yes;no;cellular;32;259;failure;management;105;14;3;145;single;tertiary;apr;no;no
3;427;yes;yes;unknown;37;371;unknown;blue-collar;106;9;0;-1;married;secondary;jun;no;no
2;483;yes;no;cellular;33;280;unknown;self-employed;107;3;0;-1;married;tertiary;feb;no;no
3;0;yes;no;cellular;27;435;unknown;housemaid;109;23;0;-1;married;primary;jul;no;no
5;1517;yes;no;telephone;58;7;unknown;management;111;29;0;-1;married;tertiary;jul;no;no
5;217;yes;yes;cellular;32;317;unknown;self-employed;112;15;0;-1;married;secondary;jul;no;no
2;22;no;no;cellular;33;76;failure;blue-collar;113;30;1;207;single;secondary;jan;no;no
2;1808;yes;no;cellular;30;83;unknown;services;116;18;0;-1;married;secondary;may;no;no
1;4111;no;yes;cellular;22;65;unknown;admin.;117;19;0;-1;single;secondary;aug;no;no
1;52;no;no;cellular;39;69;unknown;blue-collar;118;13;0;-1;married;primary;aug;no;no
2;25;no;no;unknown;46;564;unknown;management;119;17;0;-1;divorced;tertiary;jun;no;no
1;1890;yes;no;cellular;31;588;unknown;admin.;120;21;0;-1;divorced;secondary;jul;no;no
4;419;no;no;cellular;45;113;unknown;blue-collar;121;18;0;-1;married;primary;aug;no;no
1;2693;yes;no;unknown;32;16;unknown;technician;122;21;0;-1;married;secondary;may;no;no
2;-231;no;yes;cellular;36;779;unknown;blue-collar;123;15;0;-1;married;secondary;jul;no;no
2;-55;yes;no;cellular;51;281;failure;management;124;11;6;266;single;tertiary;may;yes;no
1;119;no;no;unknown;24;51;unknown;unemployed;126;15;0;-1;single;secondary;sep;no;no
3;586;no;yes;cellular;45;32;unknown;technician;127;28;0;-1;single;secondary;jul;no;no
1;228;no;no;telephone;32;176;failure;blue-collar;128;5;3;288;single;secondary;feb;no;no
3;168;yes;no;cellular;41;187;unknown;blue-collar;130;18;0;-1;married;primary;nov;no;no
1;0;yes;no;unknown;37;24;unknown;blue-collar;131;26;0;-1;married;primary;may;no;no
3;-715;yes;no;unknown;43;67;unknown;blue-collar;132;30;0;-1;married;unknown;may;yes;no
1;0;yes;no;cellular;48;85;failure;admin.;133;8;2;168;married;unknown;may;no;no
2;769;yes;no;unknown;27;317;unknown;technician;134;9;0;-1;single;secondary;may;no;no
10;0;no;no;cellular;33;236;unknown;management;135;28;0;-1;single;tertiary;aug;no;no
1;428;yes;yes;cellular;29;54;failure;admin.;136;7;2;345;single;secondary;may;no;no
1;0;no;no;cellular;34;71;unknown;management;137;5;0;-1;single;tertiary;feb;no;no
2;6313;no;no;unknown;60;39;unknown;management;139;19;0;-1;married;unknown;jun;no;no
2;948;no;no;cellular;32;204;unknown;management;140;12;0;-1;divorced;tertiary;aug;no;no
2;0;yes;no;cellular;32;455;unknown;management;141;22;0;-1;single;tertiary;jul;no;no
1;1877;yes;no;unknown;56;86;unknown;services;142;30;0;-1;divorced;unknown;may;no;no
